,Unnamed: 0,Title,Production company,Cast and crew,Rank,Genre,Tickets Sold,Release Year Gross,ReleaseYear
387,388,My Little Pony: The Movie,Lionsgate / Hasbro Studios,"Jayson Thiessen (director); Meghan McCarthy, Rita Hsiao, Michael Vogel, Joe Ballarini (screenplay); Tara Strong, Ashleigh Ball, Andrea Libman, Tabitha St. Germain, Cathy Weseluck, Kristin Chenoweth, Emily Blunt, Michael Peña, Uzo Aduba, Liev Schreiber, Taye Diggs, Sia, Zoe Saldana",100,Adventure,2439811.0,21885107.0,2017
388,389,The Florida Project,A24,"Sean Baker (director/screenplay); Chris Bergoch (screenplay); Willem Dafoe, Bria Vinaite, Brooklynn Prince, Valeria Cotto, Caleb Landry Jones",165,Drama,590557.0,5297299.0,2017
390,391,Happy Death Day,Universal Pictures / Blumhouse Productions,"Christopher B. Landon (director/screenplay); Scott Lobdell (screenplay); Jessica Rothe, Israel Broussard, Ruby Modine",50,Horror,6207786.0,55683845.0,2017
391,392,Marshall,Open Road Films,"Reginald Hudlin (director); Michael Koskoff, Jacob Koskoff (screenplay); Chadwick Boseman, Josh Gad, Kate Hudson, Dan Stevens, James Cromwell, Sterling K. Brown",138,Drama,1055554.0,9468318.0,2017
393,394,Breathe,Bleecker Street / Participant Media / The Imaginarium Studios,"Andy Serkis (director); William Nicholson (screenplay); Andrew Garfield, Claire Foy, Tom Hollander, Hugh Bonneville, Dean-Charles Chapman, Miranda Raison, Stephen Mangan",511,Drama,5019.0,42313.0,2015
395,396,Goodbye Christopher Robin,Fox Searchlight Pictures,"Simon Curtis (director/screenplay); Domhnall Gleeson, Margot Robbie, Kelly Macdonald",220,Drama,193451.0,1735251.0,2017
396,397,Geostorm,Warner Bros. Pictures / Skydance Media / RatPac Entertainment,"Dean Devlin (director/screenplay); Paul Guyot (screenplay); Gerard Butler, Abbie Cornish, Alexandra Lara, Jim Sturgess, Amr Waked, Ed Harris, Andy García",77,Thriller/Suspense,3743454.0,33578782.0,2017
398,399,Only the Brave,Columbia Pictures,"Joseph Kosinski (director); Ken Nolan, Eric Warren Singer (screenplay); Ben Hardy, Jennifer Connelly, Taylor Kitsch, Miles Teller, James Badge Dale, Josh Brolin, Jeff Bridges",109,Drama,2026899.0,18181288.0,2017
400,401,Same Kind of Different as Me,Paramount Pictures / Pure Flix Entertainment,"Michael Carney (director/screenplay); Ron Hall, Alexander Foard (screenplay); Renée Zellweger, Jon Voight, Djimon Hounsou, Olivia Holt, Greg Kinnear, Stephanie Leigh Schlund",154,Drama,712821.0,6394006.0,2017
402,403,Wonderstruck,Amazon Studios / Roadside Attractions,"Todd Haynes (director); Brian Selznick (screenplay); Oakes Fegley, Julianne Moore, Millicent Simmonds, Michelle Williams, Jaden Michael, Tom Noonan, James Urbaniak, Amy Hargreaves",255,Drama,115232.0,1033632.0,2017
403,404,The Killing of a Sacred Deer,A24,"Yorgos Lanthimos (director/screenplay); Colin Farrell, Nicole Kidman, Barry Keoghan, Raffey Cassidy, Sunny Suljic, Alicia Silverstone, Bill Camp",205,Horror,255507.0,2291900.0,2017
404,405,Thank You for Your Service,Universal Pictures / DreamWorks,"Jason Hall (director/screenplay); Miles Teller, Haley Bennett, Beulah Koale, Amy Schumer, Scott Haze",137,Drama,1056788.0,9479390.0,2017
405,406,Suburbicon,Paramount Pictures,"George Clooney (director/screenplay); Joel Coen, Ethan Coen, Grant Heslov (screenplay); Matt Damon, Julianne Moore, Oscar Isaac",160,Black Comedy,643832.0,5775178.0,2017
406,407,Jigsaw,Lionsgate Films / Twisted Pictures,"The Spierig Brothers (directors); Josh Stolberg, Pete Goldfinger (screenplay); Tobin Bell, Mandela Van Peebles, Laura Vandervoort, Brittany Allen, Callum Keith Rennie, Matt Passmore",72,Horror,4242233.0,38052832.0,2017
407,408,Novitiate,Sony Pictures Classics,"Maggie Betts (director/screenplay); Margaret Qualley, Melissa Leo, Morgan Saylor, Dianna Agron, Julianne Nicholson, Liana Liberato, Denis O'Hare, Maddie Hasson",286,Drama,63216.0,567050.0,2017
409,410,Amityville: The Awakening,Dimension Films / Blumhouse Productions,"Franck Khalfoun (director/screenplay); Bella Thorne, Jennifer Jason Leigh, Cameron Monaghan, Mckenna Grace, Jennifer Morrison, Kurtwood Smith",724,Horror,83.0,742.0,2017
410,411,Thor: Ragnarok,Marvel Studios,"Taika Waititi (director); Eric Pearson (screenplay); Chris Hemsworth, Tom Hiddleston, Cate Blanchett, Idris Elba, Jeff Goldblum, Tessa Thompson, Karl Urban, Mark Ruffalo, Anthony Hopkins",7,Action,34696226.0,311225150.0,2017
412,413,A Bad Moms Christmas,STX Entertainment / Huayi Brothers Pictures,"Jon Lucas (director/screenplay), Scott Moore (director/screenplay); Mila Kunis, Kristen Bell, Kathryn Hahn, Jay Hernandez, Susan Sarandon, Christine Baranski",44,Comedy,8014714.0,71891988.0,2017
414,415,Last Flag Flying,Amazon Studios,"Richard Linklater (director/screenplay); Darryl Ponicsan (screenplay); Steve Carell, Bryan Cranston, Laurence Fishburne, Yul Vazquez",258,Comedy,107634.0,965481.0,2017
415,416,Lady Bird,A24,"Greta Gerwig (director/screenplay); Saoirse Ronan, Laurie Metcalf, Tracy Letts, Lucas Hedges, Timothée Chalamet, Beanie Feldstein, Stephen McKinley Henderson, Lois Smith",81,Drama,3504176.0,31432463.0,2017
417,418,Murder on the Orient Express,20th Century Fox / Genre Films / Scott Free Productions,"Kenneth Branagh (director); Michael Green (screenplay); Kenneth Branagh, Penélope Cruz, Willem Dafoe, Judi Dench, Johnny Depp, Josh Gad, Derek Jacobi, Leslie Odom Jr., Michelle Pfeiffer, Daisy Ridley, Lucy Boynton, Sergei Polunin",34,Drama,11217349.0,100619624.0,2017
419,420,LBJ,Electric Entertainment,"Rob Reiner (director); Joey Hartstone (screenplay); Woody Harrelson, Richard Jenkins, Bill Pullman, Kim Allen, Michael Stahl-David, Jennifer Jason Leigh, Jeffrey Donovan, Doug McKeon, Michael Mosley",198,Drama,275215.0,2468683.0,2017
420,421,Justice League,Warner Bros. Pictures / RatPac Entertainment / DC Entertainment / Atlas Entertainment / Cruel and Unusual Films,"Zack Snyder (director); Chris Terrio, Joss Whedon (screenplay); Ben Affleck, Henry Cavill, Gal Gadot, Jason Momoa, Ezra Miller, Ray Fisher, Amy Adams, Jeremy Irons, Diane Lane, J. K. Simmons, Ciarán Hinds",11,Action,25144514.0,225546295.0,2017
422,423,The Star,Columbia Pictures / Sony Pictures Animation / Walden Media,"Timothy Reckart (director); Tom Sheridan (screenplay); Steven Yeun, Gina Rodriguez, Zachary Levi, Keegan-Michael Key, Kelly Clarkson, Patricia Heaton, Kristin Chenoweth, Tracy Morgan, Tyler Perry, Oprah Winfrey",69,Adventure,4455290.0,39963949.0,2017
424,425,Wonder,Lionsgate / Participant Media / Walden Media,"Stephen Chbosky (director/screenplay); Steve Conrad, Jack Thorne (screenplay); Julia Roberts, Jacob Tremblay, Owen Wilson, Mandy Patinkin",25,Drama,13551761.0,121559294.0,2017
426,427,"Roman J. Israel, Esq.",Columbia Pictures / Cross Creek Pictures / Image Nation / Escape Artists,"Dan Gilroy (director/screenplay), Denzel Washington, Colin Farrell, Carmen Ejogo, Shelley Hennig",131,Drama,1321212.0,11851274.0,2017
428,429,Coco,Walt Disney Pictures / Pixar Animation Studios,"Lee Unkrich (director); Adrian Molina (co-director/screenplay); Matthew Aldrich (screenplay); Anthony Gonzalez, Gael García Bernal, Benjamin Bratt, Alanna Ubach, Renée Victor, Ana Ofelia Murguia, Edward James Olmos",13,Musical,20048405.0,179834199.0,2017
431,432,Darkest Hour,Focus Features / Working Title Films,"Joe Wright (director); Anthony McCarten (screenplay); Gary Oldman, Ben Mendelsohn, Kristin Scott Thomas, Lily James, Stephen Dillane, Ronald Pickup",110,Drama,2021500.0,18132857.0,2017
433,434,The Man Who Invented Christmas,Bleecker Street,"Bharat Nalluri (director); Susan Coyne (screenplay); Dan Stevens, Christopher Plummer, Jonathan Pryce",162,Adventure,621600.0,5575759.0,2017
435,436,Call Me by Your Name,Sony Pictures Classics,"Luca Guadagnino (director); James Ivory (screenplay); Timothée Chalamet, Armie Hammer, Michael Stuhlbarg, Amira Casar, Esther Garrel, Victoire Du Bois",167,Drama,547031.0,4906869.0,2017
437,438,The Disaster Artist,A24 / Warner Bros. Pictures / New Line Cinema / Good Universe,"James Franco (director); Scott Neustadter, Michael H. Weber (screenplay); James Franco, Dave Franco, Seth Rogen, Alison Brie, Ari Graynor, Josh Hutcherson, Jacki Weaver",111,Comedy,1991281.0,17861795.0,2017
439,440,The Shape of Water,Fox Searchlight Pictures,"Guillermo del Toro (director/screenplay); Vanessa Taylor (screenplay); Sally Hawkins, Michael Shannon, Richard Jenkins, Doug Jones, Lauren Lee Smith, Michael Stuhlbarg, Octavia Spencer",118,Drama,1746954.0,15670177.0,2017
441,442,Wonder Wheel,Amazon Studios,"Woody Allen (director/screenplay); Kate Winslet, Justin Timberlake, Juno Temple, Jim Belushi, Tony Sirico",239,Drama,145663.0,1306606.0,2017
443,444,"I, Tonya",Neon,"Craig Gillespie (director); Steven Rogers (screenplay); Margot Robbie, Sebastian Stan, Allison Janney, Julianne Nicholson, Mckenna Grace",203,Black Comedy,262133.0,2351336.0,2017
445,446,Just Getting Started,Broad Green Pictures,"Ron Shelton (director/screenplay); Morgan Freeman, Tommy Lee Jones, Rene Russo",158,Comedy,673020.0,6036997.0,2017
447,448,Ferdinand,20th Century Fox / Blue Sky Studios,"Carlos Saldanha (director); Robert L. Baird, Brad Copeland, Tim Federle (screenplay); John Cena, Kate McKinnon, Bobby Cannavale, Anthony Anderson, Peyton Manning, Gina Rodriguez, Miguel Ángel Silvestre, David Tennant",51,Adventure,5969534.0,53546717.0,2017
449,450,Jumanji: Welcome to the Jungle,Columbia Pictures / Seven Bucks Productions,"Jake Kasdan (director); Scott Rosenberg (screenplay); Dwayne Johnson, Kevin Hart, Jack Black, Karen Gillan, Nick Jonas, Bobby Cannavale",18,Adventure,18840865.0,169002557.0,2017
451,452,The Greatest Showman,20th Century Fox / TSG Entertainment / Chernin Entertainment,"Michael Gracey (director); Jenny Bicks, Bill Condon (screenplay); Hugh Jackman, Zac Efron, Rebecca Ferguson, Michelle Williams, Yahya Abdul-Mateen II, Zendaya",55,Musical,5466747.0,49036718.0,2017
453,454,Pitch Perfect 3,Universal Pictures / Perfect World Pictures / Gold Circle Entertainment,"Trish Sie (director); Kay Cannon (screenplay); Anna Kendrick, Anna Camp, Rebel Wilson, Brittany Snow, Hailee Steinfeld, Alexis Knapp, Ester Dean, Hana Mae Lee, Chrissie Fit, Kelley Jakle, Shelley Regner",46,Comedy,7056923.0,63300605.0,2017
455,456,Downsizing,Paramount Pictures,"Alexander Payne (director/screenplay); Jim Taylor (screenplay); Matt Damon, Christoph Waltz, Hong Chau, Kristen Wiig",115,Comedy,1913119.0,17160674.0,2017
457,458,Father Figures,Warner Bros. Pictures / Alcon Entertainment / The Montecito Picture Company,"Lawrence Sher (director); Justin Malen (screenplay); Owen Wilson, Ed Helms, J. K. Simmons, Terry Bradshaw, Ving Rhames, Katt Williams, Harry Shearer, June Squibb, Christopher Walken, Glenn Close",125,Comedy,1436487.0,12885287.0,2017
459,460,The Post,20th Century Fox / DreamWorks / Amblin Entertainment,"Steven Spielberg (director); Liz Hannah, Josh Singer (screenplay); Tom Hanks, Meryl Streep, Sarah Paulson, Bruce Greenwood, Tracy Letts, Bob Odenkirk, Bradley Whitford, Matthew Rhys",219,Drama,196223.0,1760121.0,2017
461,462,Hostiles,Entertainment Studios,"Scott Cooper (director/screenplay); Christian Bale, Rosamund Pike, Wes Studi, Ben Foster, Adam Beach, Rory Cochrane, Jesse Plemons",427,Western,9559.0,85745.0,2017
463,464,All the Money in the World,TriStar Pictures,"Ridley Scott (director); David Scarpa (screenplay); Michelle Williams, Mark Wahlberg, Christopher Plummer, Romain Duris",127,Thriller/Suspense,1417211.0,12712380.0,2017
465,466,Phantom Thread,Focus Features / Annapurna Pictures,"Paul Thomas Anderson (director/screenplay); Daniel Day-Lewis, Lesley Manville, Vicky Krieps",290,Drama,58845.0,527840.0,2017
467,468,Insidious: The Last Key,Universal Pictures / Blumhouse Productions / Stage 6 Films,"Adam Robitel (director); Leigh Whannell (screenplay); Lin Shaye, Angus Sampson, Leigh Whannell, Spencer Locke, Caitlin Gerard, Kirk Acevedo, Bruce Davison",47,Horror,7436370.0,67745330.0,2018
468,469,Sweet Country,Samuel Goldwyn Films,"Warwick Thornton (director); David Tranter, Steven McGregor (screenplay); Bryan Brown, Sam Neill",449,Western,9391.0,85556.0,2018
469,470,The Commuter,Lionsgate / StudioCanal / The Picture Company,"Jaume Collet-Serra (director); Byron Willinger, Philip de Blasi (screenplay); Liam Neeson, Vera Farmiga, Patrick Wilson, Jonathan Banks, Elizabeth McGovern, Sam Neill",80,Action,3989447.0,36343858.0,2018
470,471,Proud Mary,Screen Gems,"Babak Najafi (director); John S. Newman, Christian Swegal (screenplay); Taraji P. Henson, Billy Brown, Danny Glover, Neal McDonough, Xander Berkeley, Margaret Avery",113,Action,2290739.0,20868638.0,2018
471,472,Freak Show,IFC Films,"Trudie Styler (director); Patrick J. Clifton, Beth Rigazio (screenplay); Alex Lawther, Abigail Breslin, Bette Midler, AnnaSophia Robb, Ian Nelson, Lorraine Toussaint, Laverne Cox",581,Comedy,2162.0,19696.0,2018
472,473,Humor Me,Shout! Factory / Shout! Studios,"Sam Hoffman (director/screenplay); Jemaine Clement, Elliott Gould, Ingrid Michaelson, Annie Potts, Priscilla Lopez, Bebe Neuwirth, Maria Dizzia",515,Comedy,4217.0,38419.0,2018
473,474,Vazante,Music Box Films,"Daniela Thomas (director/screenplay); Beto Amaral (screenplay); Adriano Carvalho, Luana Nastas",560,Drama,2621.0,23884.0,2018
474,475,12 Strong,Warner Bros. Pictures / Alcon Entertainment / Jerry Bruckheimer Films,"Nicolai Fuglsig (director); Peter Craig, Ted Tally (screenplay); Chris Hemsworth, Michael Shannon, Michael Peña, Navid Negahban, Trevante Rhodes, Geoff Stults, Thad Luckinbill, Rob Riggle, William Fichtner",67,Drama,5029606.0,45819713.0,2018
475,476,Den of Thieves,STX Entertainment,"Christian Gudegast (director/screenplay); Paul Scheuring (screenplay); Gerard Butler, 50 Cent, Pablo Schreiber, O'Shea Jackson Jr., Evan Jones, Dawn Olivieri, Mo McRae, Max Holloway",68,Action,4933877.0,44947622.0,2018
476,477,Forever My Girl,Roadside Attractions,"Bethany Ashton Wolf (director/screenplay); Alex Roe, Jessica Rothe, John Benjamin Hickey",125,Drama,1797592.0,16376066.0,2018
477,478,Maze Runner: The Death Cure,20th Century Fox,"Wes Ball (director); T.S. Nowlin (screenplay); Dylan O'Brien, Kaya Scodelario, Thomas Brodie-Sangster, Ki Hong Lee, Giancarlo Esposito, Aidan Gillen, Walton Goggins, Barry Pepper, Will Poulter, Patricia Clarkson",53,Action,6370191.0,58032443.0,2018
478,479,The Insult,Cohen Media Group,"Ziad Doueiri (director/screenplay); Joelle Touma (screenplay); Adel Karam, Camille Salameh, Kamel El Basha",251,Drama,109773.0,1000038.0,2018
479,480,Please Stand By,Magnolia Pictures,"Ben Lewin (director); Michael Golamco (screenplay); Dakota Fanning, Toni Collette, Alice Eve",639,Drama,1083.0,9868.0,2018
480,481,Winchester,Lionsgate / CBS Films,"The Spierig Brothers (director/screenplay); Helen Mirren, Jason Clarke, Sarah Snook, Angus Sampson",106,Horror,2754316.0,25091816.0,2018
481,482,A Fantastic Woman,Sony Pictures Classics,"Sebastián Lelio (director/screenplay); Gonzalo Maza (screenplay); Daniela Vega, Francisco Reyes",218,Drama,221685.0,2019554.0,2018
482,483,Peter Rabbit,Columbia Pictures / Sony Pictures Animation / Animal Logic,"Will Gluck (director/screenplay); Rob Lieber (screenplay); James Corden, Domhnall Gleeson, Rose Byrne, Daisy Ridley, Margot Robbie, Elizabeth Debicki, Sam Neill",29,Adventure,12649186.0,115234093.0,2018
483,484,Fifty Shades Freed,Universal Pictures,"James Foley (director); Niall Leonard (screenplay); Dakota Johnson, Jamie Dornan, Kim Basinger, Eric Johnson, Rita Ora, Luke Grimes, Victor Rasuk, Jennifer Ehle, Marcia Gay Harden",35,Drama,11021708.0,100407760.0,2018
484,485,The 15:17 to Paris,Warner Bros. Pictures / Village Roadshow Pictures,"Clint Eastwood (director); Dorothy Blyskal (screenplay); Anthony Sadler, Alek Skarlatos, Spencer Stone, Judy Greer, Jenna Fischer, Ray Corasani",81,Drama,3982029.0,36276286.0,2018
485,486,La Boda de Valentina,Lionsgate / Pantelion Films,"Marco Polo Constandse (director); Omar Chaparro, Marimar Vega, Ryan Carnes",206,Romantic Comedy,305570.0,2783739.0,2018
486,487,Golden Exits,Vertical Entertainment,"Alex Ross Perry (director/screenplay); Emily Browning, Adam Horowitz, Mary-Louise Parker, Jason Schwartzman, Chloë Sevigny, Analeigh Tipton",519,Drama,4149.0,37801.0,2018
487,488,Black Panther,Marvel Studios,"Ryan Coogler (director/​screenplay); Joe Robert Cole (screenplay); Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira, Martin Freeman, Daniel Kaluuya, Letitia Wright, Winston Duke, Angela Bassett, Forest Whitaker, Andy Serkis, John Kani, Florence Kasumba, Atandwa Kani, Sterling K. Brown, Isaach de Bankolé, Trevor Noah, Stan Lee, Sebastian Stan",1,Action,76845177.0,700059566.0,2018
488,489,Early Man,Summit Entertainment / StudioCanal / Aardman Animations,"Nick Park (director); Mark Burton, John O'Farrell (screenplay); Eddie Redmayne, Tom Hiddleston, Maisie Williams, Timothy Spall",150,Adventure,907524.0,8267544.0,2018
489,490,Loveless,Sony Pictures Classics,"Andrey Zvyagintsev (director); Oleg Negin, Andrey Zvyagintsev (screenplay); Maryana Spivak, Alexei Rozin, Matvey Novikov, Marina Vasilyeva, Andris Keišs",292,Drama,61918.0,564073.0,2018
490,491,The Party,Roadside Attractions,"Sally Potter (director/screenplay); Timothy Spall, Kristin Scott Thomas, Patricia Clarkson, Emily Mortimer, Cillian Murphy, Bruno Ganz",266,Drama,82308.0,749827.0,2018
491,492,Nostalgia,Bleecker Street,"Mark Pellington (director/screenplay); Alex Ross Perry (screenplay); Jon Hamm, Nick Offerman, Amber Tamblyn, Patton Oswalt, Catherine Keener, Ellen Burstyn, Bruce Dern, John Ortiz, James LeGros",447,Drama,9473.0,86301.0,2018
492,493,Samson,Pure Flix,"Bruce Macdonald (director); Timothy Ratajczak, Jason Baumgardner (screenplay); Taylor James, Jackson Rathbone, Billy Zane, Caitlin Leahy, Rutger Hauer, Lindsay Wagner",178,Drama,518104.0,4719928.0,2018
493,494,Game Night,Warner Bros. Pictures / New Line Cinema,"Jonathan Goldstein, John Francis Daley (directors); Mark Perez (screenplay); Jason Bateman, Rachel McAdams, Kyle Chandler, Billy Magnussen, Sharon Horgan, Lamorne Morris, Kylie Bunbury, Jesse Plemons, Michael C. Hall",43,Comedy,7593750.0,69179066.0,2018
494,495,Annihilation,Paramount Pictures / Netflix / Skydance Media / DNA Films,"Alex Garland (director/screenplay); Natalie Portman, Jennifer Jason Leigh, Gina Rodriguez, Tessa Thompson, Tuva Novotny, Oscar Isaac",88,Thriller/Suspense,3593008.0,32732301.0,2018
495,496,Every Day,Orion Pictures,"Michael Sucsy (director); Jesse Andrews (screenplay); Angourie Rice, Maria Bello, Debby Ryan, Jacob Batalon, Justice Smith, Lucas Jade Zumann",166,Drama,671011.0,6112914.0,2018
496,497,The Cured,IFC Films,"David Freyne (director); Ellen Page, Sam Keeley, Tom Vaughan-Lawlor",551,Horror,2923.0,26630.0,2018
497,498,The Lodgers,Epic Pictures Group,"Brian O'Malley (director); David Turpin (screenplay); Charlotte Vega, Bill Milner, Eugene Simon, David Bradley, Deirdre O'Kane, Moe Dunford",657,Horror,808.0,7362.0,2018
498,499,Red Sparrow,20th Century Fox / TSG Entertainment / Chernin Entertainment,"Francis Lawrence (director); Justin Haythe (screenplay); Jennifer Lawrence, Joel Edgerton, Matthias Schoenaerts, Charlotte Rampling, Mary-Louise Parker, Jeremy Irons",64,Thriller/Suspense,5145390.0,46874505.0,2018
